state,date,fips,cases,deaths,cfr
Arizona,2020-02-10,4,1,0,0.0
Arizona,2020-02-11,4,1,0,0.0
Arizona,2020-02-12,4,1,0,0.0
Arizona,2020-02-13,4,1,0,0.0
Arizona,2020-02-14,4,1,0,0.0
Arizona,2020-02-15,4,1,0,0.0
Arizona,2020-02-16,4,1,0,0.0
Arizona,2020-02-17,4,1,0,0.0
Arizona,2020-02-18,4,1,0,0.0
Arizona,2020-02-19,4,1,0,0.0
Arizona,2020-02-20,4,1,0,0.0
Arizona,2020-02-21,4,1,0,0.0
Arizona,2020-02-22,4,1,0,0.0
Arizona,2020-02-23,4,1,0,0.0
Arizona,2020-02-24,4,1,0,0.0
Arizona,2020-02-25,4,1,0,0.0
Arizona,2020-02-26,4,1,0,0.0
Arizona,2020-02-27,4,1,0,0.0
Arizona,2020-02-28,4,1,0,0.0
Arizona,2020-02-29,4,1,0,0.0
Arizona,2020-03-01,4,1,0,0.0
Arizona,2020-03-02,4,1,0,0.0
Arizona,2020-03-03,4,2,0,0.0
Arizona,2020-03-04,4,2,0,0.0
Arizona,2020-03-05,4,2,0,0.0
Arizona,2020-03-06,4,3,0,0.0
Arizona,2020-03-07,4,5,0,0.0
Arizona,2020-03-08,4,5,0,0.0
Arizona,2020-03-09,4,6,0,0.0
Arizona,2020-03-10,4,6,0,0.0
Arizona,2020-03-11,4,9,0,0.0
Arizona,2020-03-12,4,9,0,0.0
Arizona,2020-03-13,4,9,0,0.0
Arizona,2020-03-14,4,12,0,0.0
Arizona,2020-03-15,4,13,0,0.0
Arizona,2020-03-16,4,18,0,0.0
Arizona,2020-03-17,4,20,0,0.0
Arizona,2020-03-18,4,28,0,0.0
Arizona,2020-03-19,4,47,0,0.0
Arizona,2020-03-20,4,70,1,0.014285714285714285
Arizona,2020-03-21,4,104,1,0.009615384615384616
Arizona,2020-03-22,4,153,2,0.013071895424836602
Arizona,2020-03-23,4,234,2,0.008547008547008548
Arizona,2020-03-24,4,326,6,0.018404907975460124
Arizona,2020-03-25,4,402,6,0.014925373134328358
Arizona,2020-03-26,4,508,8,0.015748031496062992
Arizona,2020-03-27,4,665,15,0.022556390977443608
Arizona,2020-03-28,4,773,15,0.019404915912031046
Arizona,2020-03-29,4,929,18,0.0193756727664155
Arizona,2020-03-30,4,1169,20,0.01710863986313088
Arizona,2020-03-31,4,1298,24,0.01848998459167951
Arizona,2020-04-01,4,1413,29,0.020523708421797595
Arizona,2020-04-02,4,1600,35,0.021875
Arizona,2020-04-03,4,1769,41,0.023176936122102882
Arizona,2020-04-04,4,2019,53,0.026250619118375434
Arizona,2020-04-05,4,2269,64,0.028206258263552227
Arizona,2020-04-06,4,2465,67,0.02718052738336714
Arizona,2020-04-07,4,2575,77,0.029902912621359225
Arizona,2020-04-08,4,2726,80,0.029347028613352897
Arizona,2020-04-09,4,3018,89,0.029489728296885353
Arizona,2020-04-10,4,3112,97,0.031169665809768637
Arizona,2020-04-11,4,3393,112,0.03300913645741232
Arizona,2020-04-12,4,3539,117,0.033060186493359706
Arizona,2020-04-13,4,3702,122,0.032955159373311727
Arizona,2020-04-14,4,3806,131,0.03441933788754598
Arizona,2020-04-15,4,3962,142,0.035840484603735484
Arizona,2020-04-16,4,4234,152,0.03589985829003307
Arizona,2020-04-17,4,4507,174,0.03860661193698691
Arizona,2020-04-18,4,4719,181,0.03835558381012927
Arizona,2020-04-19,4,4929,188,0.03814161087441672
Arizona,2020-04-20,4,5064,191,0.03771721958925751
Arizona,2020-04-21,4,5251,213,0.040563702151971054
Arkansas,2020-03-11,5,1,0,0.0
Arkansas,2020-03-12,5,6,0,0.0
Arkansas,2020-03-13,5,7,0,0.0
Arkansas,2020-03-14,5,9,0,0.0
Arkansas,2020-03-15,5,16,0,0.0
Arkansas,2020-03-16,5,22,0,0.0
Arkansas,2020-03-17,5,22,0,0.0
Arkansas,2020-03-18,5,33,0,0.0
Arkansas,2020-03-19,5,62,0,0.0
Arkansas,2020-03-20,5,100,0,0.0
Arkansas,2020-03-21,5,118,0,0.0
Arkansas,2020-03-22,5,165,0,0.0
Arkansas,2020-03-23,5,201,0,0.0
Arkansas,2020-03-24,5,232,2,0.008620689655172414
Arkansas,2020-03-25,5,308,2,0.006493506493506494
Arkansas,2020-03-26,5,351,3,0.008547008547008548
Arkansas,2020-03-27,5,386,3,0.007772020725388601
Arkansas,2020-03-28,5,409,5,0.012224938875305624
Arkansas,2020-03-29,5,449,6,0.013363028953229399
Arkansas,2020-03-30,5,508,7,0.013779527559055118
Arkansas,2020-03-31,5,564,8,0.014184397163120567
Arkansas,2020-04-01,5,624,10,0.016025641025641024
Arkansas,2020-04-02,5,683,12,0.017569546120058566
Arkansas,2020-04-03,5,738,12,0.016260162601626018
Arkansas,2020-04-04,5,743,14,0.018842530282637954
Arkansas,2020-04-05,5,853,16,0.01875732708089097
Arkansas,2020-04-06,5,927,16,0.017259978425026967
Arkansas,2020-04-07,5,997,18,0.01805416248746239
Arkansas,2020-04-08,5,1077,18,0.016713091922005572
Arkansas,2020-04-09,5,1146,21,0.01832460732984293
Arkansas,2020-04-10,5,1202,24,0.019966722129783693
Arkansas,2020-04-11,5,1228,25,0.02035830618892508
Arkansas,2020-04-12,5,1280,27,0.02109375
Arkansas,2020-04-13,5,1475,30,0.020338983050847456
Arkansas,2020-04-14,5,1498,32,0.021361815754339118
Arkansas,2020-04-15,5,1599,34,0.021263289555972485
Arkansas,2020-04-16,5,1620,37,0.022839506172839506
Arkansas,2020-04-17,5,1695,37,0.02182890855457227
Arkansas,2020-04-18,5,1777,38,0.021384355655599326
Arkansas,2020-04-19,5,1781,39,0.021897810218978103
Arkansas,2020-04-20,5,1971,42,0.0213089802130898
Arkansas,2020-04-21,5,2262,43,0.01900972590627763
California,2020-01-25,6,1,0,0.0
California,2020-01-26,6,2,0,0.0
California,2020-01-27,6,2,0,0.0
California,2020-01-28,6,2,0,0.0
California,2020-01-29,6,2,0,0.0
California,2020-01-30,6,2,0,0.0
California,2020-01-31,6,3,0,0.0
California,2020-02-01,6,3,0,0.0
California,2020-02-02,6,6,0,0.0
California,2020-02-03,6,6,0,0.0
California,2020-02-04,6,6,0,0.0
California,2020-02-05,6,6,0,0.0
California,2020-02-06,6,6,0,0.0
California,2020-02-07,6,6,0,0.0
California,2020-02-08,6,6,0,0.0
California,2020-02-09,6,6,0,0.0
California,2020-02-10,6,7,0,0.0
California,2020-02-11,6,7,0,0.0
California,2020-02-12,6,7,0,0.0
California,2020-02-13,6,7,0,0.0
California,2020-02-14,6,7,0,0.0
California,2020-02-15,6,7,0,0.0
California,2020-02-16,6,7,0,0.0
California,2020-02-17,6,7,0,0.0
California,2020-02-18,6,7,0,0.0
California,2020-02-19,6,7,0,0.0
California,2020-02-20,6,8,0,0.0
California,2020-02-21,6,9,0,0.0
California,2020-02-22,6,9,0,0.0
California,2020-02-23,6,9,0,0.0
California,2020-02-24,6,11,0,0.0
California,2020-02-25,6,11,0,0.0
California,2020-02-26,6,26,0,0.0
California,2020-02-27,6,26,0,0.0
California,2020-02-28,6,27,0,0.0
California,2020-02-29,6,28,0,0.0
California,2020-03-01,6,33,0,0.0
California,2020-03-02,6,38,0,0.0
California,2020-03-03,6,45,0,0.0
California,2020-03-04,6,55,1,0.01818181818181818
California,2020-03-05,6,67,1,0.014925373134328358
California,2020-03-06,6,81,1,0.012345679012345678
California,2020-03-07,6,100,1,0.01
California,2020-03-08,6,112,1,0.008928571428571428
California,2020-03-09,6,172,2,0.011627906976744186
California,2020-03-10,6,179,3,0.01675977653631285
California,2020-03-11,6,202,4,0.019801980198019802
California,2020-03-12,6,252,4,0.015873015873015872
California,2020-03-13,6,320,5,0.015625
California,2020-03-14,6,381,5,0.013123359580052493
California,2020-03-15,6,478,6,0.012552301255230125
California,2020-03-16,6,588,11,0.01870748299319728
California,2020-03-17,6,732,14,0.01912568306010929
California,2020-03-18,6,893,17,0.019036954087346025
California,2020-03-19,6,1067,19,0.01780693533270853
California,2020-03-20,6,1283,24,0.018706157443491817
California,2020-03-21,6,1544,28,0.018134715025906734
California,2020-03-22,6,1851,35,0.0189086980010805
California,2020-03-23,6,2240,39,0.017410714285714286
California,2020-03-24,6,2644,52,0.019667170953101363
California,2020-03-25,6,3183,67,0.021049324536600692
California,2020-03-26,6,4060,82,0.02019704433497537
California,2020-03-27,6,4914,102,0.020757020757020756
California,2020-03-28,6,5565,121,0.02174303683737646
California,2020-03-29,6,6266,130,0.02074688796680498
California,2020-03-30,6,7421,146,0.019673898396442527
California,2020-03-31,6,8582,183,0.021323700769051504
California,2020-04-01,6,9816,212,0.021597392013039934
California,2020-04-02,6,11190,247,0.022073279714030385
California,2020-04-03,6,12569,282,0.022436152438539265
California,2020-04-04,6,13796,323,0.023412583357494927
California,2020-04-05,6,15076,349,0.02314937649243831
California,2020-04-06,6,16284,386,0.02370424957013019
California,2020-04-07,6,17540,447,0.02548460661345496
California,2020-04-08,6,19043,506,0.026571443575066953
California,2020-04-09,6,20191,548,0.02714080530929622
California,2020-04-10,6,21366,594,0.02780117944397641
California,2020-04-11,6,22421,632,0.028187859595914546
California,2020-04-12,6,23323,676,0.028984264459975134
California,2020-04-13,6,24334,725,0.029793704282074465
California,2020-04-14,6,25758,778,0.03020420840127339
California,2020-04-15,6,27107,885,0.03264839340391781
California,2020-04-16,6,28142,971,0.03450358894179518
California,2020-04-17,6,29398,1050,0.03571671542281788
California,2020-04-18,6,30829,1146,0.03717279185182783
California,2020-04-19,6,31544,1176,0.03728125792543748
California,2020-04-20,6,33862,1223,0.036117181501387985
California,2020-04-21,6,35844,1316,0.03671465238254659
Colorado,2020-03-05,8,2,0,0.0
Colorado,2020-03-06,8,8,0,0.0
Colorado,2020-03-07,8,8,0,0.0
Colorado,2020-03-08,8,8,0,0.0
Colorado,2020-03-09,8,12,0,0.0
Colorado,2020-03-10,8,17,0,0.0
Colorado,2020-03-11,8,34,0,0.0
Colorado,2020-03-12,8,49,1,0.02040816326530612
Colorado,2020-03-13,8,78,2,0.02564102564102564
Colorado,2020-03-14,8,103,2,0.019417475728155338
Colorado,2020-03-15,8,136,2,0.014705882352941176
Colorado,2020-03-16,8,161,2,0.012422360248447204
Colorado,2020-03-17,8,183,3,0.01639344262295082
Colorado,2020-03-18,8,216,3,0.013888888888888888
Colorado,2020-03-19,8,278,5,0.017985611510791366
Colorado,2020-03-20,8,364,5,0.013736263736263736
Colorado,2020-03-21,8,475,6,0.01263157894736842
Colorado,2020-03-22,8,591,7,0.011844331641285956
Colorado,2020-03-23,8,721,10,0.013869625520110958
Colorado,2020-03-24,8,912,11,0.01206140350877193
Colorado,2020-03-25,8,1086,19,0.017495395948434623
Colorado,2020-03-26,8,1432,24,0.01675977653631285
Colorado,2020-03-27,8,1735,31,0.017867435158501442
Colorado,2020-03-28,8,2061,44,0.021348859776807377
Colorado,2020-03-29,8,2315,47,0.020302375809935207
Colorado,2020-03-30,8,2628,51,0.019406392694063926
Colorado,2020-03-31,8,2990,69,0.023076923076923078
Colorado,2020-04-01,8,3346,80,0.023909145248057383
Colorado,2020-04-02,8,3728,96,0.02575107296137339
Colorado,2020-04-03,8,4182,110,0.026303204208512673
Colorado,2020-04-04,8,4574,126,0.027547004809794492
Colorado,2020-04-05,8,4950,140,0.028282828282828285
Colorado,2020-04-06,8,5172,150,0.029002320185614848
Colorado,2020-04-07,8,5429,179,0.032971081230429175
Colorado,2020-04-08,8,5655,192,0.03395225464190981
Colorado,2020-04-09,8,6202,227,0.036601096420509516
Colorado,2020-04-10,8,6510,253,0.03886328725038402
Colorado,2020-04-11,8,6893,274,0.0397504714928188
Colorado,2020-04-12,8,7303,290,0.03970970833903875
Colorado,2020-04-13,8,7691,308,0.04004680795735275
Colorado,2020-04-14,8,7941,329,0.041430550308525375
Colorado,2020-04-15,8,8280,355,0.042874396135265704
Colorado,2020-04-16,8,8675,374,0.043112391930835735
Colorado,2020-04-17,8,9047,389,0.04299767878854869
Colorado,2020-04-18,8,9433,409,0.04335842255910103
Colorado,2020-04-19,8,9730,421,0.04326824254881809
Colorado,2020-04-20,8,10106,448,0.04433010093014051
Colorado,2020-04-21,8,10447,484,0.04632908969082033
Connecticut,2020-03-08,9,1,0,0.0
Connecticut,2020-03-09,9,2,0,0.0
Connecticut,2020-03-10,9,2,0,0.0
Connecticut,2020-03-11,9,3,0,0.0
Connecticut,2020-03-12,9,6,0,0.0
Connecticut,2020-03-13,9,11,0,0.0
Connecticut,2020-03-14,9,20,0,0.0
Connecticut,2020-03-15,9,26,0,0.0
Connecticut,2020-03-16,9,41,0,0.0
Connecticut,2020-03-17,9,68,0,0.0
Connecticut,2020-03-18,9,96,1,0.010416666666666666
Connecticut,2020-03-19,9,159,4,0.025157232704402517
Connecticut,2020-03-20,9,194,4,0.020618556701030927
Connecticut,2020-03-21,9,223,5,0.02242152466367713
Connecticut,2020-03-22,9,327,8,0.024464831804281346
Connecticut,2020-03-23,9,415,10,0.024096385542168676
Connecticut,2020-03-24,9,618,12,0.019417475728155338
Connecticut,2020-03-25,9,875,19,0.021714285714285714
Connecticut,2020-03-26,9,1012,21,0.020750988142292492
Connecticut,2020-03-27,9,1291,27,0.020914020139426802
Connecticut,2020-03-28,9,1524,33,0.021653543307086614
Connecticut,2020-03-29,9,1993,34,0.017059708981435023
Connecticut,2020-03-30,9,2571,36,0.014002333722287048
Connecticut,2020-03-31,9,3128,69,0.022058823529411766
Connecticut,2020-04-01,9,3557,85,0.023896542029800395
Connecticut,2020-04-02,9,3824,112,0.029288702928870293
Connecticut,2020-04-03,9,4915,132,0.026856561546286878
Connecticut,2020-04-04,9,5276,165,0.03127369219105383
Connecticut,2020-04-05,9,5675,189,0.03330396475770925
Connecticut,2020-04-06,9,6906,206,0.029829134086301768
Connecticut,2020-04-07,9,7781,277,0.03559953733453284
Connecticut,2020-04-08,9,8781,335,0.038150552328891925
Connecticut,2020-04-09,9,9784,380,0.03883892068683565
Connecticut,2020-04-10,9,10538,448,0.04251281078003416
Connecticut,2020-04-11,9,11510,494,0.04291920069504779
Connecticut,2020-04-12,9,12035,554,0.04603240548400499
Connecticut,2020-04-13,9,13381,602,0.04498916373963082
Connecticut,2020-04-14,9,13989,671,0.04796625920366002
Connecticut,2020-04-15,9,14755,868,0.05882751609623856
Connecticut,2020-04-16,9,15884,971,0.06113069755729036
Connecticut,2020-04-17,9,16809,1036,0.0616336486406092
Connecticut,2020-04-18,9,17550,1086,0.06188034188034188
Connecticut,2020-04-19,9,17962,1127,0.0627435697583788
Connecticut,2020-04-20,9,19815,1331,0.06717133484733788
Connecticut,2020-04-21,9,20360,1423,0.06989194499017681
Delaware,2020-03-11,10,1,0,0.0
Delaware,2020-03-12,10,4,0,0.0
Delaware,2020-03-13,10,4,0,0.0
Delaware,2020-03-14,10,4,0,0.0
Delaware,2020-03-15,10,7,0,0.0
Delaware,2020-03-16,10,8,0,0.0
Delaware,2020-03-17,10,16,0,0.0
Delaware,2020-03-18,10,26,0,0.0
Delaware,2020-03-19,10,30,0,0.0
Delaware,2020-03-20,10,39,0,0.0
Delaware,2020-03-21,10,45,0,0.0
Delaware,2020-03-22,10,56,0,0.0
Delaware,2020-03-23,10,87,0,0.0
Delaware,2020-03-24,10,104,0,0.0
Delaware,2020-03-25,10,119,0,0.0
Delaware,2020-03-26,10,143,1,0.006993006993006993
Delaware,2020-03-27,10,165,2,0.012121212121212121
Delaware,2020-03-28,10,214,5,0.02336448598130841
Delaware,2020-03-29,10,232,6,0.02586206896551724
Delaware,2020-03-30,10,264,7,0.026515151515151516
Delaware,2020-03-31,10,319,10,0.03134796238244514
Delaware,2020-04-01,10,368,11,0.029891304347826088
Delaware,2020-04-02,10,393,12,0.030534351145038167
Delaware,2020-04-03,10,450,14,0.03111111111111111
Delaware,2020-04-04,10,593,14,0.023608768971332208
Delaware,2020-04-05,10,673,14,0.020802377414561663
Delaware,2020-04-06,10,783,15,0.019157088122605363
Delaware,2020-04-07,10,928,16,0.017241379310344827
Delaware,2020-04-08,10,1116,19,0.017025089605734768
Delaware,2020-04-09,10,1209,23,0.01902398676592225
Delaware,2020-04-10,10,1326,32,0.024132730015082957
Delaware,2020-04-11,10,1479,33,0.02231237322515213
Delaware,2020-04-12,10,1625,35,0.021538461538461538
Delaware,2020-04-13,10,1761,41,0.02328222600795003
Delaware,2020-04-14,10,1926,43,0.02232606438213915
Delaware,2020-04-15,10,2014,46,0.022840119165839126
Delaware,2020-04-16,10,2075,52,0.02506024096385542
Delaware,2020-04-17,10,2323,61,0.026259147653895823
Delaware,2020-04-18,10,2538,67,0.02639873916469661
Delaware,2020-04-19,10,2538,67,0.02639873916469661
Delaware,2020-04-20,10,2745,72,0.02622950819672131
Delaware,2020-04-21,10,2931,82,0.027976799727055614
District of Columbia,2020-03-07,11,1,0,0.0
District of Columbia,2020-03-08,11,1,0,0.0
District of Columbia,2020-03-09,11,4,0,0.0
District of Columbia,2020-03-10,11,4,0,0.0
District of Columbia,2020-03-11,11,10,0,0.0
District of Columbia,2020-03-12,11,10,0,0.0
District of Columbia,2020-03-13,11,10,0,0.0
District of Columbia,2020-03-14,11,16,0,0.0
District of Columbia,2020-03-15,11,17,0,0.0
District of Columbia,2020-03-16,11,22,0,0.0
District of Columbia,2020-03-17,11,31,0,0.0
District of Columbia,2020-03-18,11,36,0,0.0
District of Columbia,2020-03-19,11,39,0,0.0
District of Columbia,2020-03-20,11,71,0,0.0
District of Columbia,2020-03-21,11,77,1,0.012987012987012988
District of Columbia,2020-03-22,11,98,1,0.01020408163265306
District of Columbia,2020-03-23,11,116,2,0.017241379310344827
District of Columbia,2020-03-24,11,137,2,0.014598540145985401
District of Columbia,2020-03-25,11,183,2,0.01092896174863388
District of Columbia,2020-03-26,11,231,3,0.012987012987012988
District of Columbia,2020-03-27,11,267,3,0.011235955056179775
District of Columbia,2020-03-28,11,304,4,0.013157894736842105
District of Columbia,2020-03-29,11,342,5,0.014619883040935672
District of Columbia,2020-03-30,11,401,9,0.022443890274314215
District of Columbia,2020-03-31,11,495,9,0.01818181818181818
District of Columbia,2020-04-01,11,586,11,0.01877133105802048
District of Columbia,2020-04-02,11,653,12,0.018376722817764167
District of Columbia,2020-04-03,11,757,15,0.019815059445178335
District of Columbia,2020-04-04,11,902,21,0.02328159645232816
District of Columbia,2020-04-05,11,998,22,0.022044088176352707
District of Columbia,2020-04-06,11,1097,24,0.02187784867821331
District of Columbia,2020-04-07,11,1211,24,0.01981833195706028
District of Columbia,2020-04-08,11,1440,27,0.01875
District of Columbia,2020-04-09,11,1523,32,0.021011162179908074
District of Columbia,2020-04-10,11,1660,38,0.02289156626506024
District of Columbia,2020-04-11,11,1778,47,0.026434195725534307
District of Columbia,2020-04-12,11,1875,50,0.02666666666666667
District of Columbia,2020-04-13,11,1955,52,0.02659846547314578
District of Columbia,2020-04-14,11,2058,67,0.03255587949465501
District of Columbia,2020-04-15,11,2197,72,0.032771961766044605
District of Columbia,2020-04-16,11,2350,81,0.03446808510638298
District of Columbia,2020-04-17,11,2476,86,0.034733441033925685
District of Columbia,2020-04-18,11,2666,91,0.034133533383345835
District of Columbia,2020-04-19,11,2793,96,0.034371643394199784
District of Columbia,2020-04-20,11,2927,105,0.0358729074137342
District of Columbia,2020-04-21,11,3098,112,0.036152356358941255
Florida,2020-03-01,12,2,0,0.0
Florida,2020-03-02,12,2,0,0.0
Florida,2020-03-03,12,3,0,0.0
Florida,2020-03-04,12,3,0,0.0
Florida,2020-03-05,12,4,0,0.0
Florida,2020-03-06,12,7,2,0.2857142857142857
Florida,2020-03-07,12,12,2,0.16666666666666666
Florida,2020-03-08,12,13,2,0.15384615384615385
Florida,2020-03-09,12,14,2,0.14285714285714285
Florida,2020-03-10,12,23,2,0.08695652173913043
Florida,2020-03-11,12,26,2,0.07692307692307693
Florida,2020-03-12,12,46,2,0.043478260869565216
Florida,2020-03-13,12,70,2,0.02857142857142857
Florida,2020-03-14,12,70,3,0.04285714285714286
Florida,2020-03-15,12,109,3,0.027522935779816515
Florida,2020-03-16,12,141,4,0.028368794326241134
Florida,2020-03-17,12,210,6,0.02857142857142857
Florida,2020-03-18,12,326,7,0.02147239263803681
Florida,2020-03-19,12,434,8,0.018433179723502304
Florida,2020-03-20,12,564,9,0.015957446808510637
Florida,2020-03-21,12,764,11,0.014397905759162303
Florida,2020-03-22,12,1000,13,0.013
Florida,2020-03-23,12,1222,18,0.014729950900163666
Florida,2020-03-24,12,1467,19,0.012951601908657124
Florida,2020-03-25,12,1965,23,0.011704834605597965
Florida,2020-03-26,12,2477,29,0.011707710940654016
Florida,2020-03-27,12,3198,46,0.014383989993746092
Florida,2020-03-28,12,4038,56,0.013868251609707775
Florida,2020-03-29,12,4942,59,0.011938486442735735
Florida,2020-03-30,12,5694,71,0.012469265893923429
Florida,2020-03-31,12,6741,85,0.012609405132769619
Florida,2020-04-01,12,7765,100,0.0128783000643915
Florida,2020-04-02,12,9000,144,0.016
Florida,2020-04-03,12,10260,169,0.016471734892787523
Florida,2020-04-04,12,11537,194,0.01681546329201699
Florida,2020-04-05,12,12342,220,0.017825311942959002
Florida,2020-04-06,12,13621,253,0.018574260333308862
Florida,2020-04-07,12,14739,295,0.020014926385779227
Florida,2020-04-08,12,15690,322,0.020522625876354367
Florida,2020-04-09,12,16819,370,0.0219989297817944
Florida,2020-04-10,12,17960,418,0.0232739420935412
Florida,2020-04-11,12,18978,445,0.02344820318263252
Florida,2020-04-12,12,19855,460,0.023167967766305718
Florida,2020-04-13,12,21011,498,0.023701870448812525
Florida,2020-04-14,12,21620,570,0.026364477335800184
Florida,2020-04-15,12,22526,613,0.027212998313060465
Florida,2020-04-16,12,23332,667,0.028587347848448484
Florida,2020-04-17,12,24745,725,0.029298848252172157
Florida,2020-04-18,12,25484,747,0.029312509810076912
Florida,2020-04-19,12,26306,773,0.02938493119440432
Florida,2020-04-20,12,27050,822,0.030388170055452864
Florida,2020-04-21,12,27861,866,0.03108287570438965
Georgia,2020-03-02,13,2,0,0.0
Georgia,2020-03-03,13,2,0,0.0
Georgia,2020-03-04,13,2,0,0.0
Georgia,2020-03-05,13,2,0,0.0
Georgia,2020-03-06,13,3,0,0.0
Georgia,2020-03-07,13,7,0,0.0
Georgia,2020-03-08,13,11,0,0.0
Georgia,2020-03-09,13,17,0,0.0
Georgia,2020-03-10,13,22,0,0.0
Georgia,2020-03-11,13,31,0,0.0
